datetime,timestamp,price,coin_id,vs_currency,market_cap,volume
2024-07-02 20:00:00,1719964800000,62042.5650371006,bitcoin,usd,1222901857941.0586,18100530101.689426
2024-07-03 20:00:00,1720051200000,60244.68076433092,bitcoin,usd,1186937170314.9272,30348692427.02443
2024-07-04 20:00:00,1720137600000,57189.17412408636,bitcoin,usd,1130121668991.0515,43112005394.93119
2024-07-05 20:00:00,1720224000000,56739.86285107204,bitcoin,usd,1118490666778.4585,60081357583.2773
2024-07-06 20:00:00,1720310400000,58230.4841542266,bitcoin,usd,1147176330416.144,21293913670.919975
2024-07-07 20:00:00,1720396800000,55880.3753776708,bitcoin,usd,1100452083927.7026,20211914621.326435
2024-07-08 20:00:00,1720483200000,56665.140733520275,bitcoin,usd,1117615464651.686,41614266908.30467
2024-07-09 20:00:00,1720569600000,57988.30351208401,bitcoin,usd,1144794688186.9604,28413854577.262756
2024-07-10 20:00:00,1720656000000,57704.202284462874,bitcoin,usd,1139350681822.5857,25987656347.278587
2024-07-11 20:00:00,1720742400000,57388.192479166675,bitcoin,usd,1130276546536.143,29196653598.752666
2024-07-12 20:00:00,1720828800000,57899.28895749592,bitcoin,usd,1141567375406.1943,25504482306.198975
2024-07-13 20:00:00,1720915200000,59152.71913887286,bitcoin,usd,1168371787725.7102,16765547593.243273
2024-07-14 20:00:00,1721001600000,60942.32773996293,bitcoin,usd,1204059167828.704,21295520563.65442
2024-07-15 20:00:00,1721088000000,64835.48973321571,bitcoin,usd,1277806993830.5176,37810068492.862465
2024-07-16 20:00:00,1721174400000,65162.23625234354,bitcoin,usd,1284899538175.1812,40914441633.09575
2024-07-17 20:00:00,1721260800000,64136.31384360687,bitcoin,usd,1266016458007.3477,33459451713.593426
2024-07-18 20:00:00,1721347200000,63959.56900809379,bitcoin,usd,1261456293182.2588,25976148878.632153
2024-07-19 20:00:00,1721433600000,66689.54880734957,bitcoin,usd,1316147398343.7175,36994610752.230415
2024-07-20 20:00:00,1721520000000,67206.06470614894,bitcoin,usd,1325658979467.9998,17353396168.041622
2024-07-21 20:00:00,1721606400000,68088.13996324532,bitcoin,usd,1343346742483.077,27078771827.95196
2024-07-22 20:00:00,1721692800000,67607.71339918874,bitcoin,usd,1333201881091.7786,43157593651.80313
2024-07-23 20:00:00,1721779200000,65942.41746522837,bitcoin,usd,1300963591115.5374,36100536095.18872
2024-07-24 20:00:00,1721865600000,65403.53513022529,bitcoin,usd,1290447066028.3152,28680123269.715443
2024-07-25 20:00:00,1721952000000,65749.96361965332,bitcoin,usd,1297125144853.139,35836896135.542854
2024-07-26 20:00:00,1722038400000,67920.2964857025,bitcoin,usd,1339927966898.6016,30821370069.206276
2024-07-27 20:00:00,1722124800000,68055.40838968738,bitcoin,usd,1342889431798.832,30976752616.761925
2024-07-28 20:00:00,1722211200000,68242.2474440493,bitcoin,usd,1346263382369.5552,17175244020.36542
2024-07-29 20:00:00,1722297600000,66770.32091848266,bitcoin,usd,1317581413497.2551,42529043667.45024
2024-07-30 20:00:00,1722384000000,66219.05102486102,bitcoin,usd,1306758338817.987,28892376510.689587
2024-07-31 20:00:00,1722470400000,64679.778647032515,bitcoin,usd,1275401473742.0508,31403681581.194077
2024-08-01 20:00:00,1722556800000,65357.52960767435,bitcoin,usd,1289157073527.528,38911302447.60912
2024-08-02 20:00:00,1722643200000,61407.29547397454,bitcoin,usd,1211854070245.47,39004321616.3716
2024-08-03 20:00:00,1722729600000,60738.7449250574,bitcoin,usd,1197962170718.7737,32885545023.712658
2024-08-04 20:00:00,1722816000000,58006.206586686734,bitcoin,usd,1147854905921.6433,33664501541.451115
2024-08-05 20:00:00,1722902400000,53956.26184159744,bitcoin,usd,1064889039013.8289,120245972389.37173
2024-08-06 20:00:00,1722988800000,55959.84107399357,bitcoin,usd,1104019419316.6865,52620100833.47091
2024-08-07 20:00:00,1723075200000,55099.95181146735,bitcoin,usd,1088566703585.4303,41605918903.41173
2024-08-08 20:00:00,1723161600000,61859.03159904161,bitcoin,usd,1218342891278.6091,49201548320.290726
2024-08-09 20:00:00,1723248000000,60912.588533350805,bitcoin,usd,1198300504959.2505,33804208928.47938
2024-08-10 20:00:00,1723334400000,60887.70861641504,bitcoin,usd,1201818989571.278,13418919090.197285
2024-08-11 20:00:00,1723420800000,58804.23449992608,bitcoin,usd,1159146815397.6223,21715994493.456894
2024-08-12 20:00:00,1723507200000,59350.07433270696,bitcoin,usd,1171441797233.8909,39403296385.84335
2024-08-13 20:00:00,1723593600000,60601.22317789727,bitcoin,usd,1195798013190.8457,31955576195.246292
2024-08-14 20:00:00,1723680000000,58739.19382231015,bitcoin,usd,1159479277227.7532,28079911397.67297
2024-08-15 20:00:00,1723766400000,57624.11692852191,bitcoin,usd,1137141836825.8655,33490251842.381626
2024-08-16 20:00:00,1723852800000,58881.92579151217,bitcoin,usd,1162716063850.1133,30368238897.207172
2024-08-17 20:00:00,1723939200000,59430.79163445865,bitcoin,usd,1173270497431.1711,12467437134.05582
2024-08-18 20:00:00,1724025600000,58438.293742685404,bitcoin,usd,1156217205294.1643,17656027563.72502
2024-08-19 20:00:00,1724112000000,59574.945812940874,bitcoin,usd,1176063402361.815,24031330179.258953
2024-08-20 20:00:00,1724198400000,59060.12610074137,bitcoin,usd,1166088863323.0896,31470716090.619144
2024-08-21 20:00:00,1724284800000,61144.68762866613,bitcoin,usd,1207099049402.5117,32960965010.60808
2024-08-22 20:00:00,1724371200000,60387.54062321362,bitcoin,usd,1192308382713.8381,28170302505.847404
2024-08-23 20:00:00,1724457600000,64049.68561555576,bitcoin,usd,1261916434075.0183,45038665759.42134
2024-08-24 20:00:00,1724544000000,64157.1606134782,bitcoin,usd,1264961887998.9824,22029153446.354362
2024-08-25 20:00:00,1724630400000,64265.81631272862,bitcoin,usd,1269291077270.1143,17875230147.044323
2024-08-26 20:00:00,1724716800000,62922.58634676265,bitcoin,usd,1242487823611.2612,17894692681.091812
2024-08-27 20:00:00,1724803200000,59526.560879590994,bitcoin,usd,1176762244308.0742,38131727427.91789
